"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Port Shelter","PM1","2024-01-24","1","Bottom Water","0.4","<0.005","1.8","93","7.3","<1","<1","0.009","<0.002","0.006","8","0.9","33.7","2.5","0.42","5","17.3","0.02","0.14","0.15","0.03","0.6","<0.001","1"
"Port Shelter","PM1","2024-02-17","1","Surface Water","<0.1","0.01","0.6","83","6.3","2","3","0.009","<0.002","<0.002","8.2","<0.2","33.9","3.6","0.61","1.2","19.5","0.02","0.06","0.07","0.03","0.2","<0.001","<0.5"
"Port Shelter","PM1","2024-02-17","1","Middle Water","0.3","0.017","0.8","101","7.6","1","2","0.008","<0.002","<0.002","8.2","<0.2","33.9","3.6","0.66","2.8","19.6","0.03","0.06","0.07","0.03","0.2","<0.001","0.9"
"Port Shelter","PM1","2024-02-17","1","Bottom Water","0.4","0.014","0.9","100","7.5","<1","<1","0.008","<0.002","<0.002","8.2","<0.2","33.9","3.6","0.56","1","19.6","0.02","0.1","0.11","0.03","0.3","<0.001","<0.5"
"Port Shelter","PM1","2024-03-04","1","Surface Water","1.2","0.028","2.2","87","6.7","230","410","0.045","<0.002","0.004","8.1","0.3","33.8","2.7","0.67","1.3","18.2","0.08","0.15","0.2","0.03","0.3","<0.001","0.6"
"Port Shelter","PM1","2024-03-04","1","Middle Water","0.6","0.022","1.9","87","6.7","9","190","0.025","<0.002","<0.002","8.1","<0.2","34","2.7","0.57","7.9","18.1","0.05","0.14","0.17","0.04","0.2","<0.001","1.4"
"Port Shelter","PM1","2024-03-04","1","Bottom Water","0.3","0.013","1.1","90","7","10","320","0.03","<0.002","0.003","8.1","<0.2","34","2.7","0.63","1.4","18.1","0.05","0.12","0.15","0.03","0.3","<0.001","<0.5"
"Port Shelter","PM1","2024-04-15","1","Surface Water","1.4","0.01","3.7","89","5.9","1","1","0.01","<0.002","<0.002","8.3","1.2","33.5","3","0.15","7.2","26.8","0.02","0.23","0.24","0.06","0.7","<0.001","1.6"
"Port Shelter","PM1","2024-04-15","1","Middle Water","1.1","0.011","2.2","94","6.2","<1","<1","0.012","<0.002","<0.002","8.3","0.8","33.5","3","0.31","2.1","26.9","0.03","0.22","0.23","0.06","0.9","<0.001","0.8"
"Port Shelter","PM1","2024-04-15","1","Bottom Water","1.1","0.023","1.9","102","6.9","<1","<1","0.008","<0.002","<0.002","8.2","0.6","33.8","3","0.54","3.7","25.2","0.03","0.2","0.21","0.04","1.7","0.002","1.8"
"Port Shelter","PM1","2024-05-27","1","Surface Water","1.6","0.012","4.3","76","5.2","<1","3","0.038","<0.002","<0.002","8.2","1","28.9","2.5","0.86","5.6","27.1","0.05","0.19","0.23","0.07","1.1","<0.001","1.8"
"Port Shelter","PM1","2024-05-27","1","Middle Water","1.6","0.027","2","85","5.8","1","3","0.038","<0.002","<0.002","8.2","1.3","29","2.5","0.8","2","27","0.07","0.2","0.24","0.09","1.2","0.002","1.2"
"Port Shelter","PM1","2024-05-27","1","Bottom Water","1.4","0.027","2.9","86","5.8","<1","<1","0.033","<0.002","<0.002","8.1","1.5","30.3","2.5","0.69","1.8","26.4","0.06","0.18","0.22","0.08","1","0.002","1.1"
"Port Shelter","PM1","2024-06-15","1","Surface Water","2","0.03","9.4","94","6.4","80","720","0.069","<0.002","0.003","8.2","1.6","23.1","1.7","2.1","8.6","28.3","0.1","0.34","0.41","0.04","3.8","0.003","2.4"
"Port Shelter","PM1","2024-06-15","1","Middle Water","1","0.021","7.3","92","6.2","27","290","0.017","<0.002","<0.002","8.2","1.3","26.6","1.7","0.62","1.6","28.2","0.04","0.39","0.41","0.05","3.6","0.002","<0.5"
"Port Shelter","PM1","2024-06-15","1","Bottom Water","0.9","0.022","7.4","86","5.8","35","120","0.017","<0.002","<0.002","8","1.7","28","1.7","0.65","3.9","27.9","0.04","0.42","0.44","0.05","3.5","0.001","1.1"
"Port Shelter","PM1","2024-07-08","1","Surface Water","1.2","0.011","4.9","105","6.5","2","3","0.046","0.003","<0.002","8.4","0.8","26.2","2","0.19","4","33.1","0.06","0.19","0.24","0.06","2.3","0.002","1.7"
"Port Shelter","PM1","2024-07-08","1","Middle Water","1.2","0.008","5.5","111","6.9","<1","2","0.004","<0.002","<0.002","8.4","1.2","26","2","0.07","5.3","33.1","0.01","0.47","0.48","0.06","3.9","0.001","1.2"
"Port Shelter","PM1","2024-07-08","1","Bottom Water","0.9","0.01","4.9","92","5.8","1","2","0.005","<0.002","<0.002","8.1","1.7","26.2","2","<0.05","5.2","32.7","0.02","0.2","0.21","0.05","1.7","<0.001","1.1"
"Port Shelter","PM1","2024-08-08","1","Surface Water","2.7","0.006","3","100","6.2","<1","1","0.021","<0.002","<0.002","8.4","0.3","30","2.8","0.52","2.9","31.9","0.03","0.19","0.21","0.09","1.3","<0.001","0.8"
"Port Shelter","PM1","2024-08-08","1","Middle Water","2.3","0.01","2.9","119","7.6","<1","1","0.034","<0.002","0.004","8.1","0.7","31.2","2.8","0.44","3.5","30","0.05","0.23","0.27","0.11","1.3","<0.001","1.3"
"Port Shelter","PM1","2024-08-08","1","Bottom Water","2.8","0.01","4.3","139","9","2","2","0.023","<0.002","<0.002","7.9","1.6","31.8","2.8","1.1","4.5","29","0.04","0.27","0.3","0.14","2.3","<0.001","1.6"
"Port Shelter","PM1","2024-09-09","1","Surface Water","0.8","0.05","1.7","101","6.6","4","28","0.067","<0.002","<0.002","8","0.5","28.4","2.9","1","3.2","29.5","0.12","0.25","0.32","0.08","1.1","0.003","1.2"
"Port Shelter","PM1","2024-09-09","1","Middle Water","0.6","0.05","1.6","76","4.9","1","18","0.06","<0.002","<0.002","8","<0.2","29.8","2.9","0.94","6.2","29.4","0.11","0.25","0.31","0.09","1.4","0.003","1.7"
"Port Shelter","PM1","2024-09-09","1","Bottom Water","0.6","0.077","1.3","70","4.5","3","21","0.048","<0.002","0.003","7.9","0.2","30.5","2.9","0.92","6.5","29.2","0.13","0.33","0.38","0.1","3.4","0.004","1.7"
"Port Shelter","PM1","2024-10-02","1","Surface Water","0.7","0.006","6.2","63","4","<1","4","0.023","<0.002","<0.002","7.8","0.4","32.6","2.2","0.49","4.3","28.6","0.03","0.26","0.29","0.19","2.2","<0.001","2.2"
"Port Shelter","PM1","2024-10-02","1","Middle Water","0.9","0.016","6","73","4.7","<1","2","0.019","<0.002","<0.002","7.8","0.6","32.5","2.2","0.48","3.1","28.8","0.04","0.13","0.15","0.18","2.3","<0.001","1.4"
"Port Shelter","PM1","2024-10-02","1","Bottom Water","1","0.012","4.5","59","3.8","<1","2","0.017","<0.002","<0.002","7.8","1.5","32.5","2.2","0.51","5.1","28.5","0.03","0.18","0.2","0.16","2.5","<0.001","1.5"
"Port Shelter","PM1","2024-11-11","1","Surface Water","1.1","0.027","2.1","76","5.2","5","6","0.014","<0.002","<0.002","7.9","0.6","32.8","2.3","0.21","5","25.3","0.04","0.13","0.15","0.08","2.6","<0.001","1"
"Port Shelter","PM1","2024-11-11","1","Middle Water","0.4","0.008","2","85","5.8","2","3","0.016","<0.002","<0.002","7.9","1.3","32.8","2.3","0.16","4.2","25.3","0.03","0.11","0.13","0.08","2.9","<0.001","0.5"
"Port Shelter","PM1","2024-11-11","1","Bottom Water","0.4","0.01","2.2","71","4.9","2","4","0.018","<0.002","<0.002","7.9","1.3","32.8","2.3","0.14","5.4","25.3","0.03","0.14","0.16","0.09","3.2","<0.001","1.3"
"Port Shelter","PM1","2024-12-03","1","Surface Water","1.5","0.022","6.4","101","7.3","<1","<1","0.027","<0.002","<0.002","8","3.4","32.2","3.5","0.22","7.1","22.2","0.05","0.23","0.26","0.05","1","<0.001","2.5"
"Port Shelter","PM1","2024-12-03","1","Middle Water","1.3","0.02","6.8","127","9.2","<1","1","0.037","<0.002","0.003","8","2.9","32.1","3.5","0.26","2.5","22.2","0.06","0.17","0.21","0.06","1.5","<0.001","1.8"
"Port Shelter","PM1","2024-12-03","1","Bottom Water","1.3","0.011","5.7","126","9.1","<1","1","0.028","<0.002","<0.002","8","3.4","32.2","3.5","0.3","3.6","22.1","0.04","0.21","0.24","0.04","1.6","<0.001","1.4"
"Port Shelter","PM11","2024-01-24","1","Surface Water","<0.1","0.009","1.1","111","8.4","<1","<1","0.013","<0.002","<0.002","8.1","<0.2","33.8","2.4","0.33","3.9","18.9","0.02","0.07","0.09","<0.02","0.8","<0.001","1.6"
"Port Shelter","PM11","2024-01-24","1","Middle Water","0.1","0.01","0.8","92","7","<1","<1","0.012","<0.002","0.003","8.1","<0.2","33.9","2.4","0.29","4.3","18.9","0.02","0.12","0.13","0.03","0.7","<0.001","0.8"
"Port Shelter","PM11","2024-01-24","1","Bottom Water","0.2","0.006","1.2","92","7.1","<1","<1","0.009","<0.002","0.005","8.1","<0.2","33.8","2.4","0.32","3.4","18.3","0.02","0.12","0.13","0.03","0.7","<0.001","<0.5"
"Port Shelter","PM11","2024-02-17","1","Surface Water","0.2","0.013","0.8","79","6","<1","4","0.009","<0.002","<0.002","8.2","<0.2","34","3.8","0.54","1.3","18.8","0.02","<0.05","0.06","0.03","0.3","<0.001","0.6"
"Port Shelter","PM11","2024-02-17","1","Middle Water","0.2","0.016","2.7","97","7.4","<1","<1","0.004","<0.002","0.002","8.2","<0.2","34","3.8","0.57","11","18.8","0.02","0.09","0.1","0.03","0.2","<0.001","2.7"
"Port Shelter","PM11","2024-02-17","1","Bottom Water","<0.1","0.016","1","95","7.2","<1","<1","0.008","<0.002","<0.002","8.2","<0.2","34","3.8","0.57","3.7","18.5","0.03","0.08","0.09","0.03","0.6","<0.001","0.5"
"Port Shelter","PM11","2024-03-04","1","Surface Water","0.6","0.013","0.9","77","5.8","<1","<1","0.018","<0.002","<0.002","8.1","<0.2","34.3","2.8","0.29","0.9","19.2","0.03","0.12","0.14","0.03","0.1","<0.001","<0.5"
"Port Shelter","PM11","2024-03-04","1","Middle Water","0.7","0.012","0.5","94","7.1","<1","<1","0.015","<0.002","0.003","8.1","0.5","34.3","2.8","0.34","1.3","19.3","0.03","0.1","0.12","0.03","0.2","<0.001","<0.5"
"Port Shelter","PM11","2024-03-04","1","Bottom Water","0.5","0.013","1","92","7","<1","<1","0.022","<0.002","0.003","8.1","<0.2","34.3","2.8","0.36","1","19.1","0.04","0.07","0.09","0.03","0.3","<0.001","<0.5"
"Port Shelter","PM11","2024-04-15","1","Surface Water","1.4","0.008","0.3","101","6.8","<1","<1","0.007","<0.002","<0.002","8.3","<0.2","33.9","6.4","0.33","4.8","25.8","0.02","0.16","0.17","0.05","0.2","<0.001","1.2"
"Port Shelter","PM11","2024-04-15","1","Middle Water","1.2","<0.005","0.3","94","6.5","<1","<1","0.008","<0.002","<0.002","8.3","<0.2","34.2","6.4","0.29","1.9","23.8","0.02","0.14","0.15","0.06","0.7","<0.001","0.6"
"Port Shelter","PM11","2024-04-15","1","Bottom Water","1","<0.005","1.5","87","6","<1","<1","0.008","<0.002","<0.002","8.2","<0.2","34.3","6.4","0.29","8.7","23.7","0.02","0.12","0.13","0.04","2.4","<0.001","2.4"
"Port Shelter","PM11","2024-05-27","1","Surface Water","0.5","0.007","1.1","79","5.4","<1","<1","0.022","<0.002","<0.002","8.2","<0.2","31","3.4","0.35","3.9","26.3","0.03","0.12","0.14","0.08","0.5","<0.001","1.6"
"Port Shelter","PM11","2024-05-27","1","Middle Water","0.4","<0.005","1.1","74","5","<1","2","0.016","<0.002","<0.002","8.2","<0.2","31.9","3.4","0.32","1.6","25.8","0.02","0.14","0.16","0.09","0.4","<0.001","0.7"
"Port Shelter","PM11","2024-05-27","1","Bottom Water","0.5","0.015","0.9","84","5.7","<1","<1","0.018","<0.002","<0.002","8.2","0.8","32.5","3.4","0.32","1.1","25.5","0.04","0.12","0.14","0.09","0.9","<0.001","0.6"
"Port Shelter","PM11","2024-06-15","1","Surface Water","0.3","0.012","3.4","74","5","3","3","0.016","<0.002","0.003","8.1","1.2","32","3.4","0.33","1.9","26.5","0.03","0.47","0.49","0.07","3.1","<0.001","<0.5"
"Port Shelter","PM11","2024-06-15","1","Middle Water","<0.1","0.019","1.8","56","3.8","1","1","0.015","0.004","<0.002","8.1","<0.2","32.1","3.4","0.36","1.5","26.3","0.04","0.66","0.68","0.06","3.2","0.001","<0.5"
"Port Shelter","PM11","2024-06-15","1","Bottom Water","0.1","0.011","1.3","65","4.3","<1","<1","0.017","0.007","<0.002","8.1","<0.2","33.1","3.4","0.38","2.6","26.6","0.04","0.41","0.43","0.07","3.2","<0.001","0.5"
"Port Shelter","PM11","2024-07-08","1","Surface Water","0.6","0.01","3.3","87","5.5","<1","<1","0.007","<0.002","<0.002","8.3","<0.2","28","2.9","0.08","3.1","31.4","0.02","0.21","0.22","0.06","0.9","0.001","0.7"
"Port Shelter","PM11","2024-07-08","1","Middle Water","1","0.007","2.2","89","6","<1","1","0.047","<0.002","<0.002","8","<0.2","33.3","2.9","0.12","2.4","26.4","0.06","0.19","0.24","0.07","0.7","<0.001","2.2"
"Port Shelter","PM11","2024-07-08","1","Bottom Water","0.4","0.012","3.2","72","4.9","<1","2","0.022","<0.002","<0.002","7.8","1","34","2.9","0.4","4.8","26","0.04","0.12","0.14","0.06","1.7","<0.001","0.9"
"Port Shelter","PM11","2024-08-08","1","Surface Water","1.8","0.009","1.3","88","5.7","<1","1","0.028","<0.002","<0.002","8.3","0.4","31.2","3.6","0.22","1.4","29.4","0.04","0.23","0.26","0.09","0.6","0.001","0.5"
"Port Shelter","PM11","2024-08-08","1","Middle Water","0.8","0.007","9.8","89","6.2","1","1","0.03","0.006","0.005","8","3.2","34.7","3.6","0.49","2.7","24","0.04","0.2","0.24","0.13","2.1","<0.001","1.1"
"Port Shelter","PM11","2024-08-08","1","Bottom Water","<0.1","0.005","4.1","73","5.1","<1","<1","0.11","0.002","0.01","7.9","1.8","35","3.6","1.2","6.1","23.6","0.12","0.14","0.25","0.14","3.5","<0.001","0.9"
"Port Shelter","PM11","2024-09-09","1","Surface Water","<0.1","0.052","0.7","99","6.5","2","2","0.04","<0.002","0.004","8","<0.2","30.5","3.3","0.67","4.5","28.9","0.09","0.23","0.27","0.09","1.1","0.003","1.3"
"Port Shelter","PM11","2024-09-09","1","Middle Water","<0.1","0.047","0.8","60","3.9","<1","<1","0.035","<0.002","0.003","8","<0.2","32","3.3","0.68","3.2","28.5","0.08","0.21","0.25","0.11","2.7","0.002","2.3"
"Port Shelter","PM11","2024-09-09","1","Bottom Water","<0.1","0.037","0.3","59","3.8","<1","<1","0.036","<0.002","0.013","7.9","<0.2","32.2","3.3","0.63","3.8","28.5","0.08","0.17","0.21","0.11","3.5","0.002","1"
"Port Shelter","PM11","2024-10-02","1","Surface Water","0.5","0.01","1.9","100","6.7","3","3","0.022","<0.002","<0.002","7.8","<0.2","27.6","6.5","0.34","1.8","28.6","0.03","0.16","0.18","0.12","26","<0.001","0.9"
"Port Shelter","PM11","2024-10-02","1","Middle Water","0.5","0.024","1.9","77","4.9","<1","1","0.021","<0.002","<0.002","7.8","<0.2","32.3","6.5","0.36","1.6","29.1","0.05","0.17","0.19","0.14","0.7","<0.001","0.9"
"Port Shelter","PM11","2024-10-02","1","Bottom Water","0.5","0.007","0.8","75","4.8","1","1","0.019","<0.002","<0.002","7.7","0.5","33","6.5","0.44","2.5","29.1","0.03","0.14","0.16","0.17","2.6","<0.001","1"
"Port Shelter","PM11","2024-11-11","1","Surface Water","0.6","0.048","2.7","74","5.1","7","8","0.024","<0.002","<0.002","7.8","0.8","32.8","1.8","0.19","3.7","25.2","0.07","0.11","0.14","0.09","3.1","0.001","0.6"
"Port Shelter","PM11","2024-11-11","1","Middle Water","2","0.018","0.9","75","5.1","9","13","0.1","0.021","0.01","7.8","0.5","32.7","1.8","1.2","5.8","25.4","0.14","0.11","0.23","0.09","3.7","<0.001","0.8"
"Port Shelter","PM11","2024-11-11","1","Bottom Water","0.2","0.009","1.3","62","4.2","3","3","0.073","0.02","0.009","7.8","<0.2","32.8","1.8","1.1","3.7","25.4","0.1","0.12","0.21","0.1","4.3","<0.001","<0.5"
"Port Shelter","PM11","2024-12-03","1","Surface Water","<0.1","0.011","1","109","8.2","<1","1","0.21","0.007","0.02","7.6","<0.2","27.4","4.8","2","3","22.1","0.23","0.12","0.34","0.07","3.1","<0.001","1.1"
"Port Shelter","PM11","2024-12-03","1","Middle Water","<0.1","0.014","0.8","80","5.7","<1","<1","0.21","0.005","0.018","7.7","0.8","32","4.8","1.8","2","22.3","0.23","0.1","0.32","0.08","1","<0.001","0.7"
"Port Shelter","PM11","2024-12-03","1","Bottom Water","<0.1","0.017","1","78","5.6","<1","<1","0.18","0.005","0.019","7.7","0.8","32.1","4.8","1.7","1.1","22.2","0.2","0.12","0.31","0.09","0.9","<0.001","0.5"
"Port Shelter","PM2","2024-01-24","1","Surface Water","0.4","0.008","2.2","87","6.8","6","27","0.009","<0.002","<0.002","8","<0.2","33.5","2.3","0.41","4.9","17.6","0.02","0.14","0.15","0.02","0.3","<0.001","1.3"
"Port Shelter","PM2","2024-01-24","1","Middle Water","0.3","<0.005","2","92","7.2","3","9","0.009","<0.002","0.003","8","<0.2","33.7","2.3","0.42","3.2","17.7","0.02","0.15","0.16","0.03","0.3","<0.001","0.8"
"Port Shelter","PM2","2024-01-24","1","Bottom Water","0.3","0.009","2.6","94","7.3","29","69","0.008","<0.002","0.003","8","<0.2","33.7","2.3","0.39","4.7","17.7","0.02","0.14","0.15","0.03","0.3","<0.001","1.3"
"Port Shelter","PM2","2024-02-17","1","Surface Water","0.4","0.013","0.9","82","6.2","7","12","0.009","<0.002","0.004","8.2","<0.2","33.8","4","0.57","0.9","19.4","0.02","<0.05","0.06","0.03","0.2","<0.001","0.5"
"Port Shelter","PM2","2024-02-17","1","Middle Water","0.2","0.012","0.9","98","7.4","9","24","0.008","<0.002","<0.002","8.2","0.3","33.9","4","0.54","5.6","19.4","0.02","0.06","0.07","0.03","0.2","<0.001","1.4"
"Port Shelter","PM2","2024-02-17","1","Bottom Water","0.4","0.017","0.6","99","7.5","9","18","0.008","<0.002","0.003","8.2","<0.2","33.9","4","0.52","8.1","19.1","0.03","0.05","0.06","0.03","0.2","<0.001","1.9"
"Port Shelter","PM2","2024-03-04","1","Surface Water","0.5","0.02","1.8","77","5.9","2","3","0.026","<0.002","0.002","8.1","<0.2","34","2.7","0.51","0.9","18.6","0.05","0.12","0.15","0.04","0.2","<0.001","0.6"
